speaker_id,utt_id,config,attacks,key
LA_0079,LA_T_1138215_aug_1,-,-,bonafide
LA_0079,LA_T_1138215_aug_2,-,-,bonafide
LA_0079,LA_T_1138215_aug_3,-,-,bonafide
LA_0079,LA_T_1138215_aug_4,-,-,bonafide
LA_0079,LA_T_1138215_aug_5,-,-,bonafide
LA_0079,LA_T_1271820_aug_1,-,-,bonafide
LA_0079,LA_T_1271820_aug_2,-,-,bonafide
LA_0079,LA_T_1271820_aug_3,-,-,bonafide
LA_0079,LA_T_1271820_aug_4,-,-,bonafide
LA_0079,LA_T_1271820_aug_5,-,-,bonafide
LA_0079,LA_T_1272637_aug_1,-,-,bonafide
LA_0079,LA_T_1272637_aug_2,-,-,bonafide
LA_0079,LA_T_1272637_aug_3,-,-,bonafide
LA_0079,LA_T_1272637_aug_4,-,-,bonafide
LA_0079,LA_T_1272637_aug_5,-,-,bonafide
LA_0079,LA_T_1276960_aug_1,-,-,bonafide
LA_0079,LA_T_1276960_aug_2,-,-,bonafide
LA_0079,LA_T_1276960_aug_3,-,-,bonafide
LA_0079,LA_T_1276960_aug_4,-,-,bonafide
LA_0079,LA_T_1276960_aug_5,-,-,bonafide
LA_0079,LA_T_1341447_aug_1,-,-,bonafide
LA_0079,LA_T_1341447_aug_2,-,-,bonafide
LA_0079,LA_T_1341447_aug_3,-,-,bonafide
LA_0079,LA_T_1341447_aug_4,-,-,bonafide
LA_0079,LA_T_1341447_aug_5,-,-,bonafide
LA_0079,LA_T_1363611_aug_1,-,-,bonafide
LA_0079,LA_T_1363611_aug_2,-,-,bonafide
LA_0079,LA_T_1363611_aug_3,-,-,bonafide
LA_0079,LA_T_1363611_aug_4,-,-,bonafide
LA_0079,LA_T_1363611_aug_5,-,-,bonafide
LA_0079,LA_T_1596451_aug_1,-,-,bonafide
LA_0079,LA_T_1596451_aug_2,-,-,bonafide
LA_0079,LA_T_1596451_aug_3,-,-,bonafide
LA_0079,LA_T_1596451_aug_4,-,-,bonafide
LA_0079,LA_T_1596451_aug_5,-,-,bonafide
LA_0079,LA_T_1608170_aug_1,-,-,bonafide
LA_0079,LA_T_1608170_aug_2,-,-,bonafide
LA_0079,LA_T_1608170_aug_3,-,-,bonafide
LA_0079,LA_T_1608170_aug_4,-,-,bonafide
LA_0079,LA_T_1608170_aug_5,-,-,bonafide
LA_0079,LA_T_1684951_aug_1,-,-,bonafide
LA_0079,LA_T_1684951_aug_2,-,-,bonafide
LA_0079,LA_T_1684951_aug_3,-,-,bonafide
LA_0079,LA_T_1684951_aug_4,-,-,bonafide
LA_0079,LA_T_1684951_aug_5,-,-,bonafide
LA_0079,LA_T_1699801_aug_1,-,-,bonafide
LA_0079,LA_T_1699801_aug_2,-,-,bonafide
LA_0079,LA_T_1699801_aug_3,-,-,bonafide
LA_0079,LA_T_1699801_aug_4,-,-,bonafide
LA_0079,LA_T_1699801_aug_5,-,-,bonafide
LA_0079,LA_T_1703395_aug_1,-,-,bonafide
LA_0079,LA_T_1703395_aug_2,-,-,bonafide
LA_0079,LA_T_1703395_aug_3,-,-,bonafide
LA_0079,LA_T_1703395_aug_4,-,-,bonafide
LA_0079,LA_T_1703395_aug_5,-,-,bonafide
LA_0079,LA_T_1736342_aug_1,-,-,bonafide
LA_0079,LA_T_1736342_aug_2,-,-,bonafide
LA_0079,LA_T_1736342_aug_3,-,-,bonafide
LA_0079,LA_T_1736342_aug_4,-,-,bonafide
LA_0079,LA_T_1736342_aug_5,-,-,bonafide
LA_0079,LA_T_1779188_aug_1,-,-,bonafide
LA_0079,LA_T_1779188_aug_2,-,-,bonafide
LA_0079,LA_T_1779188_aug_3,-,-,bonafide
LA_0079,LA_T_1779188_aug_4,-,-,bonafide
LA_0079,LA_T_1779188_aug_5,-,-,bonafide
LA_0079,LA_T_1786825_aug_1,-,-,bonafide
LA_0079,LA_T_1786825_aug_2,-,-,bonafide
LA_0079,LA_T_1786825_aug_3,-,-,bonafide
LA_0079,LA_T_1786825_aug_4,-,-,bonafide
LA_0079,LA_T_1786825_aug_5,-,-,bonafide
LA_0079,LA_T_1787246_aug_1,-,-,bonafide
LA_0079,LA_T_1787246_aug_2,-,-,bonafide
LA_0079,LA_T_1787246_aug_3,-,-,bonafide
LA_0079,LA_T_1787246_aug_4,-,-,bonafide
LA_0079,LA_T_1787246_aug_5,-,-,bonafide
LA_0079,LA_T_1905558_aug_1,-,-,bonafide
LA_0079,LA_T_1905558_aug_2,-,-,bonafide
LA_0079,LA_T_1905558_aug_3,-,-,bonafide
LA_0079,LA_T_1905558_aug_4,-,-,bonafide
LA_0079,LA_T_1905558_aug_5,-,-,bonafide
LA_0079,LA_T_2205687_aug_1,-,-,bonafide
LA_0079,LA_T_2205687_aug_2,-,-,bonafide
LA_0079,LA_T_2205687_aug_3,-,-,bonafide
LA_0079,LA_T_2205687_aug_4,-,-,bonafide
LA_0079,LA_T_2205687_aug_5,-,-,bonafide
LA_0079,LA_T_2220901_aug_1,-,-,bonafide
LA_0079,LA_T_2220901_aug_2,-,-,bonafide
LA_0079,LA_T_2220901_aug_3,-,-,bonafide
LA_0079,LA_T_2220901_aug_4,-,-,bonafide
LA_0079,LA_T_2220901_aug_5,-,-,bonafide
LA_0079,LA_T_2361751_aug_1,-,-,bonafide
LA_0079,LA_T_2361751_aug_2,-,-,bonafide
LA_0079,LA_T_2361751_aug_3,-,-,bonafide
LA_0079,LA_T_2361751_aug_4,-,-,bonafide
LA_0079,LA_T_2361751_aug_5,-,-,bonafide
LA_0079,LA_T_2373806_aug_1,-,-,bonafide
LA_0079,LA_T_2373806_aug_2,-,-,bonafide
LA_0079,LA_T_2373806_aug_3,-,-,bonafide
LA_0079,LA_T_2373806_aug_4,-,-,bonafide
LA_0079,LA_T_2373806_aug_5,-,-,bonafide
LA_0079,LA_T_2417641_aug_1,-,-,bonafide
LA_0079,LA_T_2417641_aug_2,-,-,bonafide
LA_0079,LA_T_2417641_aug_3,-,-,bonafide
LA_0079,LA_T_2417641_aug_4,-,-,bonafide
LA_0079,LA_T_2417641_aug_5,-,-,bonafide
